timestamp,activity,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,NOSE_x,NOSE_y,NOSE_z,Left Knee,Right Knee,Trunk Inclination
2024-11-16 15:59:51.163021,walking_towards,0.5224441885948181,0.45163053274154663,-0.0012437165714800358,0.48379483819007874,0.4497402012348175,0.0012093466939404607,0.5230582356452942,0.5463525652885437,-0.015863286331295967,0.4794037938117981,0.5515515804290771,0.010306160897016525,0.5165595412254333,0.6294018626213074,0.1384282261133194,0.4800243377685547,0.6354382634162903,0.13998113572597504,0.5397313237190247,0.31290486454963684,-0.08472904562950134,0.4721490740776062,0.31041038036346436,-0.07570923864841461,0.5489926934242249,0.4144192039966583,-0.17171473801136017,0.45405396819114685,0.4180733561515808,-0.11607480049133301,0.506760835647583,0.2624492943286896,-0.24399805068969727,175.15424126479977,177.10657628932594,178.83770533787416
2024-11-16 15:59:51.211149,walking_towards,0.5212917923927307,0.45179441571235657,-0.00108727824408561,0.4822424352169037,0.4506233036518097,0.0010512268636375666,0.5234795808792114,0.5463367700576782,-0.03587247058749199,0.47828540205955505,0.5524042844772339,0.010562054812908173,0.5165965557098389,0.6293814182281494,0.11204949766397476,0.4797450006008148,0.6359670758247375,0.14304468035697937,0.538374125957489,0.31339216232299805,-0.09013579785823822,0.4702604413032532,0.31053370237350464,-0.07875637710094452,0.5455340147018433,0.41612881422042847,-0.177198126912117,0.45196932554244995,0.4187890291213989,-0.11878661811351776,0.5059219598770142,0.26183459162712097,-0.24792607128620148,173.93632386099068,176.7728917704128,178.95079419407975
2024-11-16 15:59:51.277637,walking_towards,0.5207251906394958,0.4525655210018158,-0.001967823598533869,0.48165732622146606,0.45168161392211914,0.0019383321050554514,0.5236507654190063,0.5465541481971741,-0.027507761493325233,0.4775894582271576,0.5525968074798584,0.026572469621896744,0.5180611610412598,0.629660427570343,0.11267723143100739,0.47990790009498596,0.6361084580421448,0.16779880225658417,0.5371469855308533,0.31353750824928284,-0.09175848215818405,0.46885865926742554,0.3106152415275574,-0.07832712680101395,0.5441588759422302,0.41669824719429016,-0.17419315874576569,0.45135006308555603,0.4192911386489868,-0.11601929366588593,0.505212128162384,0.26187393069267273,-0.24737975001335144,174.36930205333792,176.10143906703357,179.2588985236891
2024-11-16 15:59:51.340252,walking_towards,0.5204375386238098,0.4526304006576538,-0.0019776865374296904,0.4815261960029602,0.45176514983177185,0.0019459932809695601,0.5235036611557007,0.5467926263809204,0.006622494198381901,0.477701336145401,0.5532433986663818,0.025256365537643433,0.5188433527946472,0.63142329454422,0.13997596502304077,0.47986117005348206,0.6364609003067017,0.16304513812065125,0.5368592143058777,0.31356364488601685,-0.09081728011369705,0.4686802923679352,0.3106907606124878,-0.07091164588928223,0.5442163348197937,0.4168035686016083,-0.13170038163661957,0.45139989256858826,0.4190358519554138,-0.10000687837600708,0.5025056600570679,0.25785011053085327,-0.23349794745445251,174.98309591540826,176.3547365528189,179.26870606090554
2024-11-16 15:59:51.383503,walking_towards,0.520490288734436,0.4523337483406067,-0.0026685490738600492,0.4816303253173828,0.45169827342033386,0.0026270654052495956,0.5234361290931702,0.5467806458473206,0.008732521906495094,0.47775521874427795,0.5530033707618713,0.024462947621941566,0.5194091200828552,0.6317878365516663,0.14337322115898132,0.47995153069496155,0.6364657878875732,0.16207024455070496,0.5365924835205078,0.31329166889190674,-0.09048840403556824,0.46881628036499023,0.31074047088623047,-0.07190787047147751,0.5445488095283508,0.4168339669704437,-0.1313544511795044,0.4516329765319824,0.41930627822875977,-0.10035303980112076,0.5019680261611938,0.25750601291656494,-0.23823735117912292,175.50127796632364,176.3020094231179,179.32718383019116
2024-11-16 15:59:51.450666,walking_towards,0.5205413103103638,0.45207175612449646,-0.0027982410974800587,0.48166728019714355,0.4516175091266632,0.0027528090868145227,0.5233379602432251,0.5467783212661743,0.009151593782007694,0.47779950499534607,0.5528162717819214,0.023670533671975136,0.5196640491485596,0.632012665271759,0.14293429255485535,0.48001202940940857,0.636419951915741,0.15706861019134521,0.5364141464233398,0.3131346106529236,-0.08869238942861557,0.46885794401168823,0.3107834756374359,-0.07182200253009796,0.5447710752487183,0.4168468713760376,-0.12412379682064056,0.45184221863746643,0.41947001218795776,-0.09979410469532013,0.5018520951271057,0.2572123408317566,-0.23817110061645508,175.84043900344685,176.29529735674123,179.3726351577856
2024-11-16 15:59:51.520318,walking_towards,0.5206893682479858,0.45202383399009705,-0.001969423610717058,0.48172250390052795,0.45160266757011414,0.0019079906633123755,0.5232914686203003,0.5468289852142334,0.008296327665448189,0.4777594208717346,0.5528556108474731,0.01893041282892227,0.5196951031684875,0.6324416399002075,0.141169011592865,0.47995322942733765,0.6361902356147766,0.14842568337917328,0.5364454984664917,0.3131181001663208,-0.07773313671350479,0.46899324655532837,0.3108200132846832,-0.07100063562393188,0.5463063716888428,0.4165480434894562,-0.09332147985696793,0.45195046067237854,0.41984692215919495,-0.09879505634307861,0.5020208358764648,0.25537338852882385,-0.2300100028514862,176.02237471081992,176.25058310282913,179.37995183965918
2024-11-16 15:59:51.581238,walking_towards,0.5250774621963501,0.4520122706890106,-0.0019186625722795725,0.4861493706703186,0.45156440138816833,0.0018595096189528704,0.5243431925773621,0.5473004579544067,0.01056323479861021,0.4801863729953766,0.5525617599487305,0.018096696585416794,0.5201137065887451,0.6325911283493042,0.1387815624475479,0.48048943281173706,0.6361639499664307,0.1414937525987625,0.5393293499946594,0.3127627968788147,-0.0739542692899704,0.4730599522590637,0.3111304044723511,-0.06996071338653564,0.5517700910568237,0.41624948382377625,-0.09145651757717133,0.4568933844566345,0.4201817512512207,-0.09887894243001938,0.5029905438423157,0.2559748589992523,-0.22830016911029816,177.60258026790578,176.41341759741616,179.7618586254634
2024-11-16 15:59:51.653549,walking_towards,0.5269232392311096,0.4522915184497833,0.00026922294637188315,0.48814573884010315,0.45159032940864563,-0.0003295202332083136,0.5249044299125671,0.5478327870368958,0.01439601182937622,0.4810539782047272,0.5525285005569458,0.013703495264053345,0.5200684666633606,0.6331604719161987,0.14048437774181366,0.4806970953941345,0.636120080947876,0.1360168755054474,0.541559100151062,0.31277620792388916,-0.06887591630220413,0.4760633111000061,0.3113805651664734,-0.06968113780021667,0.5557257533073425,0.41607972979545593,-0.0726989358663559,0.4593746066093445,0.420450359582901,-0.09824472665786743,0.5039206743240356,0.2560309171676636,-0.22483262419700623,177.9667136646838,176.22570576923732,179.47699761564692
2024-11-16 15:59:51.700644,walking_towards,0.5292376279830933,0.4541255533695221,-0.00046291356557048857,0.49026474356651306,0.4524908661842346,0.0004186724836472422,0.5256413221359253,0.5480280518531799,0.013874362222850323,0.4832959771156311,0.5524689555168152,0.017961256206035614,0.5200570821762085,0.6332876682281494,0.13911645114421844,0.4830981194972992,0.6360398530960083,0.1392115354537964,0.5460389852523804,0.3128588795661926,-0.07094290107488632,0.4799365997314453,0.31170713901519775,-0.058793745934963226,0.558571457862854,0.4174799621105194,-0.09180644899606705,0.4615142345428467,0.42046213150024414,-0.08792363107204437,0.5074182748794556,0.25956758856773376,-0.22152909636497498,178.44591577112365,176.14841479497318,178.6852608258554
